bnf_code,name,items,net_cost
21020001502,CliniMed Curan Man Nelaton Male Size 12-16 (30-Pack) Cath,67,8046.16
21020001507,GentleCath Glide Hydro Nelaton Fle 10-16 (30-Pack) Cath,62,6403.41
21200000047,Activa Leg Ulcer Hose Kit Lge O/T Compress Liner Pack,249,6020.4
21020001002,Hollister InstantCath Protect Nelaton 14 (25-Pack) Cath,1,286.76
23804108015,Salts_No-Sting Paste 60g,52,609.84
21020001383,WyCath Uncoated Nelaton 4 Eyelets Soft Tip (30-Pack) Cath,39,7612.5
1502010J0AADTDT,Lido HCl/Phenyleph_N/Spy 5%/0.5% 2.5ml,30,580.5
20031400047,Nourisil MD Gel 30g Wound Dress Slc,8,111.6
21300000211,VIZcellose 1% Carmellose Eye Dps 10ml P/F,51,136.8
20050300136,Provox Slc Glue For HME Flexiderm Adh Tracheo B/Aid,65,2237.82
21020001320,Bullen Hi-Slip Kit Nelaton Male 8-18 (20-Pack) Cath,2,161.05
21020001498,Hunter Aloe Hydro Plus Male Size 10-16 (30-Pack) Cath,22,3307.7
20100000220,Imperm Plas 2.5cm x 3m Surg Adh Tape,20,84.36
21020000854,Coloplast Self-Cath Male Coude Olive Tip 10-16 (30),9,1904.76
20090000750,Eesiban 20cm x 5m Stkntte Ribbed Tublr,3,59.12
21020001214,Teleflex Liquick Plus Male 12-16 (30 Pack) Cath,3,406.2
21200000027,Ulcer X Closed Toe Compress Liner Pack,12,294.84
21020001395,WyCath H2O Nelaton Soft Tip Male 40cm 10-18 (30-Pack) Cath,13,951.3
21180000042,Osbon ErecAid MaxElasticity Tension Rings,3,109.8
20100000527,Leukofix 5cm x 5m Surg Adh Tape Perm Non-Wov Syn,4,17.71
1311070S0BDADAA,BioBag_100 Dress Kit 4cm x 5cm,11,2662.66
21020001480,WyCath Uncoated Nelaton Tiemann Tip Paed 6-8 (30-Pack) Cath,8,1218.0
1203030M0BPAAAQ,Covonia_S/Throat Oromuc Spy 30ml(2 Flav),10,63.0
21020000759,Unomedical Male 10-16 (5-Pack) Cath,4,76.83
20100000565,Chemipore 1.25cm x 5m Surg Adh Tape Perm Non-Wov Syn,3,0.81
190500000BBDXA0,Premjact_Desensitizing Spy 9.6% 12g,1,3.35
20030500065,Spirit Amorphous H/Gel 15g Wound Dress Ster,1,1.23
1501020R0BBADA0,Nitrous Ox_Cylinder Size E 1800L,1,29.8
21020001449,SafetyCat Active Nelaton Male 12-16 (30-Pack) Cath,4,672.1
22902409044,Jade_Progress Long Life Plas Scrotal Urin + 10 Bags,1,31.06
1202010P0AAAGAG,Sod Cromoglicate_Aq Nsl Spy 4% 22ml,2,51.21
23800298005,Aspen_Sorbaderm Barrier Crm 92g,15772,116377.52
23803108008,3m Health Care_Cavilon No Sting 1ml Barrier Film Foam Applic,4038,55640.36
21300000104,Hylo-Tear Sod Hyaluronate Eye Dps 0.1% P/F 10ml,38514,417520.0
21020001340,Teleflex Liquick Base Male 10-16 (60-Pack) Cath,672,104007.19
21200000008,Jobst UlcerCARE Exlge Compress Liner,67,1663.45
21012500124,KliarVax Sod Bicarb Ear Dps 5% Ear Wax Softening Med Dev10ml,800,872.03
21020001282,M.Sauer iQ Gel+ Nelaton Male Size 10-18 (30-Pack) Cath,584,116102.52
21160000080,Irriclens Sod Chlor Top Irrig A/Spy 240ml,1589,7789.6
20090000520,Tubifast 2-Way Stch 7.5cm x 1m (Blue) Stkntte ElasctdViscose,253,652.96
21210000014,A.S Saliva Orthana Spy 50ml (App),2309,16580.4
21020001338,B.Braun Actreen Fle Mini Nelaton 8-16 (30-Pack) Cath,984,169790.67
21130000124,Uro-Tainer Twin Suby G 2 x 30ml Cath Maint Soln,3519,147624.21
23803068007,Medicareplus_Medi Derma-S N/Sting Medic B/Film A/Spy 50ml,750,10766.85
21200000044,Activa Leg Ulcer Hose Kit Ex Exlge C/T Compress Liner Pack,406,10619.28
20031400021,Kelo-cote Gel 15g Wound Dress Slc,197,6168.6
23804808005,ConvaTec_Orabase Paste 30g,1702,6839.8
21020001471,Hollister VaPro Plus Pocket Fle 20cm 8-14 (30-Pack) Cath,158,43294.68
21020001206,B.Braun Actreen Male Glys Set Nelaton 8-18 (30-Pack) Cath,187,46585.77
21200000043,Activa Leg Ulcer Hose Kit Exlge Clsd Toe Compress Liner Pack,683,18081.0
20100000538,Clinipore 5cm x 5m Surg Adh Tape Perm Non-Wov Syn,1007,2721.95
1310020A0BBAAAA,Loceryl_Nail Lacquer Kit 5% 5ml,703,7518.24
21130000100,Optiflo G Cath Maint Soln 50ml,1911,67376.94
21340000104,Multi-Gyn ActiGel Vag PH Correction Gel 50ml Tube,30,252.0
21300000158,Alissa 0.3% Hypromellose Eye Dps 10ml P/F,1645,12345.25
20090000482,Comfifast 7.5cm x 1m (Blue) Stkntte Elasctd Viscose Tublr,443,887.81
23803068010,Medicareplus_Medi Derma-Pro Skin Prote Oint 115g,4512,44965.0
1310020N0AAAEAE,Miconazole Nit_Pdr Spy 0.16% 100g CFF,975,4069.23
20100000591,Hypafix 5cm x 10m Surg Adh Tape Perm Non-Wov Syn,727,2854.5
21300000199,Aeon 5% Sod Chlor Eye Dps 10ml P/F,44,1633.0
23803458008,Pelican_Protect Plus Non-Sting Barrier Film Spy 50ml,188,3494.48
21160000020,Stericlens Sod Chlor Top Irrig A/Spy 100ml,164,467.82
20100000320,Blenderm 5cm x 5m Surg Adh Tape Imperm Plas Syn,28,277.83
21020000308,LoFric Non PVC Nelaton Paed 30cm 8-10(30-Pack)Cath Wellspect,15,1658.7
21200000006,Jobst UlcerCARE Med Compress Liner,125,3111.63
21300000168,Hy-Opti 0.2% Sod Hyaluronate Eye Dps 10ml P/F,152,1881.0
23803458005,Pelican_Ultra Barrier Crm,59,590.0
20100000735,Chemifix 10cm x 5m Surg Adh Tape Perm Non-Wov Syn,47,140.7
23806558001,Fontus_AproDerm Barrier Crm 30g,940,4215.0
21020001159,Hollister VaPro Hydrophilic Tiemann Size 12-16 (30-Pack)Cath,142,21730.08
21020001045,Rusch Flocath quick Nelaton Fle 8-14 (30-Pack) Cath,45,6237.45
23153371503,Respond_Clear Adh Remover Spy 100ml,109,1653.47
23806508000,Trio_Silken Slc Stoma Gel 60g,59,751.66
21020000310,Lofric Non PVC Nelaton Tiemann 10-18(30-Pack)Cath Wellspect,94,13620.6
23802958003,M.Sauer_Preventox Skin Protecting Film Wipes,48,631.62
23104101001,Salts_Ltx Adh Soln,22,441.0
21300000191,Sai-Meds Hypromellose 0.5% Eye Dps 10ml,55,52.65
21240000180,Glycerdex Glucose In Glycerol Nose Dps,76,1749.28
20150000011,Histoacryl 0.5ml Skin Adh Ster,30,325.0
21220000256,ExoCream 50g,80,569.1
21220000134,Epaderm Junior Crm 50g,95,494.7
21020001461,Hollister VaPro Pocket Hydro Fle 20cm 10-14 (30-Pack) Cath,120,23269.32
20090000825,Tubifast 2-Way Stch 20cm x 1m (Purple) StkntteElasctdViscose,22,227.2
20030800130,Cutimed Sorbact Round Swab 3cm/5 pieces Wound Dress Cavity,25,291.54
21220000287,Exmabase Gel 500g,109,353.4
0702010F0BBABAC,Gynest_Crm 0.01% + Applic,4,79.77
20100000526,Leukofix 2.5cm x 5m Surg Adh Tape Perm Non-Wov Syn,31,151.8
1202020P0BBAIAC,Otrivine_Adult Metered Nsl P/Spy0.1%10ml,27,94.32
21300000201,Opsil Artificial Eye Lubricant Thick,20,123.84
20100000594,Hypafix 20cm x 10m Surg Adh Tape Perm Non-Wov Syn,27,452.64
21020001240,LoFric Insti-Cath Nelaton Male 8-14(30-Pack) Cath Wellspect,13,1135.75
21020000827,Hollister InstantCath Paed Size 6-8 (25-Pack) Cath,11,1237.32
20100000603,Omnifix 15cm x 10m Surg Adh Tape Perm Non-Wov Syn,7,74.04
20031700268,1 Primary 10ml Spy Wound Dress Protease Matrix,6,325.0
21020001087,Great Bear Cubcath Paed 6-10 (30-Pack) Cath,2,124.65
21020001060,Rusch Flocath Intro Gel Male Size 8-18 (30-Pack) Cath,2,616.32
131400000BLBDA0,Snowfire_Healing Tab,5,39.96
21020000288,Pennine Male Pre-Lube Nelaton Size 8-16 (10-Pack) Cath,2,189.05
0411000G0BBADAE,Ebixa_Tab Initiation Tt/Pack,9,388.17
20031400060,Alhydran Crm 30ml Wound Dress,3,459.36
21020001401,WyCath H2O Nelaton Tiemann Tip Male 40cm 10-16 (30-Pack)Cath,4,420.0
20100000632,Mediplast 5cm x 5m Surg Adh Tape Zn Ox Plastr,3,7.96
091200000BFTCA0,EnergieShake Pdr_S/Pack Sach,1,2.88
20100000326,Blue Dot 5cm x 5m Surg Adh Tape Imperm Plas Syn,1,1.8
1311030D0BCAAAF,Dettol_Antis Wsh P/Spy 100ml,2,3.86
130501000BBBIA0,Elena's_Day Crm & Night Crm C/Pk,1,53.55
21020001014,Covidien VaQua Nelaton Fle 8-18 (30-Pack) Cath,1,32.42
21020000252,Rusch Soft Red Rubb Jaques Nelaton Male size8-14 Cath (5-Pk),1,6.55
21300000309,Teardew 0.5% Hypromellose Eye Dps 10ml,1,0.81
21220000311,Diprobase Crm 500g (App),43775,324351.84
21300000169,Xailin Hydrate Hypromellose 0.3% Eye Dps 10ml P/F,1650,9605.12
23150701505,Dansac_EasiSpray Adh Remover 50ml,10660,200191.32
21220000282,Adex Gel 100g,657,2977.83
1106000ACAAAAAA,Brinzolamide_Eye Dps 10mg/ml,73444,254184.56
1201010B0AAAFAF,Acetic Acid_Ear Spy 2% 5ml,5171,22800.1
23451004503,Coloplast_Brava Lubricating Deod 240ml,1093,13768.6
23155901501,Peak_Offmate Stoma Adh Remover Spy 50ml,563,6048.6
131002030BBACAB,Lamisil AT_P/Spy 1% 15ml,28,131.2
23801008026,Coloplast_Brava Skin Barrier Crm 60ml,435,3088.26
21020000963,Lofric Hydro Nelaton Fle 8-18 (20-Pack) Cath Wellspect,106,16968.62
23453364516,Opus_DeoGel Deodorising & Lubricating Gel,109,1881.52
21300000712,Medicom Carbomer 0.2% Eye Gel 10g,982,3469.2
20031700013,Abilar Resin Salve 20g Tube Wound Dress Protease Matrix,43,749.58
21230000117,YES WB water-based Vaginal Lubricant 75ml,457,3836.0
21012500122,Numark Olive Oil Ear Dps Ear Wax Softening Med Dev 15ml,265,254.84
23454104506,Salts_Odour Eliminating Spy 50ml,904,8714.7
21280000107,Peristeen Rectal Cath Sml (10-Pack),144,32050.69
21300000175,ODM5 Sod Chlor Eye Dps 10ml P/F,421,15600.0
21200000042,Activa Leg Ulcer Hose Kit Lge Clsd Toe Compress Liner Pack,1038,26530.56
21020001188,Coloplast SpeediCath Compact Set Fle Size 10 (20-Pack) Cath,351,72600.24
21020000309,LoFric Non PVC Nelaton Male 8-22 (30-Pack) Cath Wellspect,1810,290555.85
20090000491,Acti-Fast 2-Way Stch 5cm x 1m(Green) Stkntte Elasctd V/Tublr,11,10.03
23453374520,Respond_Glide Odour Neutralising Pch Lubricant 300ml,156,2167.44
21220000121,GlucoRx Allpresan Diabetic Foam Crm Intensive 125ml,380,2299.0
20030500030,Nu-Gel 15g Wound Dress H/Gel Ster,95,1062.87
23804858000,Thornton & Ross_Zerolon Barrier Crm 28g,454,1850.02
21020000882,Coloplast SpeediCath Paed Size 6 (30-Pack) Cath,35,5876.48
21220000299,E45 Eczema Repair Crm 200ml,97,642.07
21300000167,Hy-Opti 0.1% Sod Hyaluronate Eye Dps 10ml P/F,134,1394.0
20100000310,Blenderm 2.5cm x 5m Surg Adh Tape Imperm Plas Syn,82,442.8
23800908008,CliniMed_Ostagel Skin Cleanser,214,1453.36
21200000111,Altipress Regular Med Compress Liner Pack,62,1272.24
21020001112,Teleflex SafetyCat Male Size 10-16 (50-Pack) Cath,16,2861.21
21200000112,Altipress Regular Lge Compress Liner Pack,46,859.94
21020001208,B.Braun Actreen Male Glys Set Tiemann 8-16 (30-Pack) Cath,13,3413.34
21020001147,Hunter Aloe Hydro Paed 6-10 (30-Pack) Cath,1,512.9
20100000240,Imperm Plas 5cm x 5m Surg Adh Tape,32,255.71
20100000746,Hypafix gentle touch 2.5cm x 2.5m Surg Adh Tape Soft Slc Fix,19,172.05
21020001396,WyCath H2O Nelaton Soft Tip Fle 18cm 8-14 (30-Pack) Cath,11,1449.6
20032000002,Woulgan Gel 4g Wound Dress Bioactive Solb,13,1320.0
1311070S0BDAEAA,BioBag_50 Dress Kit 2.5cm x 4cm,18,4418.82
21020001391,WyCath H2O Nelaton Male 40cm 10-16 (30-Pack) Cath,4,414.0
23800908009,CliniMed_Ostagel Skin Cleanser Sach 1.5ml,54,841.05
23452254505,Anglo Venture_Friends Ostomy Deod Lem P/Spy 75ml,30,198.36
21012500112,iAluRil Bladder Instillation,19,5016.0
21020000926,Hunter Aloe Orig Fle 8-14 (30-Pack) Cath,17,3726.08
21020001348,Teleflex Liquick Pure Fle 8-14 (30-Pack) Cath,7,641.9
0801030P0BEADFH,Zlatal_Inj 10mg/0.4ml Pfs,9,605.88
20150000020,Dermabond ProPen 0.5ml Pen Skin Adh Ster,14,291.9
21300000315,Oftaox Sod Hyaluronate Eye Dps 0.25% 8ml,7,44.0
21200000010,Jobst UlcerCARE Custom Compress Liner,36,1805.65
21020000883,Coloplast SpeediCath 30cm Size 6 (30-Pack) Cath,2,550.92
21180000043,Osbon ErecAid Standard Tension Rings,6,219.6
21020001386,WyCath Uncoated Nelaton + Soft Tip Fle 8-12 (30-Pack) Cath,5,391.5
21020000964,Lofric Hydro Nelaton Paed 8-10 (20-Pack) Cath Wellspect,2,603.15
21020001466,Pioneer mtg Kiddie-Kath Paed Intermit Size 8 (25-Pack) Cath,2,637.47
20031700005,Cadesorb 20g Tube Wound Dress Protease Matrix,2,38.32
21020001046,Rusch Flocath Hydro Gel Fle Size 8-16 (30-Pack) Cath,2,108.33
20030300047,Actibalm 10g Wound Dress H/Base Top Applic,4,63.75
0801030P0BEAHFL,Zlatal_Inj 17.5mg/0.7ml Pfs,4,204.75
21020001453,SafetyCat Active Nelaton Paed Ergothan Tip 8-10(30-Pack)Cath,8,2274.8
21300000155,SoftDrops 0.3% Hypromellose Eye Dps 10ml,3,5.01
20090000610,Ribbed Cott 5cm x 5m Stkntte Tublr,2,19.92
21020001521,"ConvaTe GC Glide Hydro Nelaton Male Size 8,18 (30-Pack) Cath",1,37.5
20090000467,easiGRIP 6.75cm x 0.5m Stkntte Elasctd Tublr Band,1,0.66
21020001008,Hollister Advance Plus Tiemann Tip 12-16 (25-Pack) Cath,1,71.56
20150000021,Derma+Flex 0.5ml Skin Adh Ster,10,53.6
1203030B0BQADAI,Ultra Chloraseptic_P/Spy 15ml (Hon+Lem),1,3.21
21020001482,Pioneer mtg EZ-Gripper Intermit Male 12-16 (50-Pack) Cath,2,1069.6
23806508007,Trio_Elisse Sting Free Skin Barrier Spy 50ml,661,11596.76
21140000004,Aquagel Lubri Jelly,3353,13728.93
0604011L0BJAAAL,Tridestra_Tab,263,6147.0
23450904501,CliniMed_LiMone Deod A/Spy 50ml,1478,14157.61
21210000021,Glandosane A/Spy 50ml (App),11345,102160.48
21220000239,Cetraben Oint 125g,1725,11747.65
20100000571,Mefix 5cm x 5m Surg Adh Tape Perm Non-Wov Syn,1225,4088.5
21020000306,LoFric Non PVC Nelaton Fle 20cm 8-18 (30-Pack)Cath Wellspect,508,88958.7
21020001155,Hollister VaPro Hydrophilic Male Size 8-16 (30-Pack) Cath,2200,400189.44
23156001500,C D Medical_Peel Easy Adh Remover Spy 50ml,3907,83969.78
1203010E0BBABAB,Difflam_P/Spy 0.15% 30ml,10590,46932.56
21020001408,LoFric Origo+Water Nelaton Male 40cm Size 10-18(30-Pack)Cath,3767,646156.02
21300000106,Blink Intensive Tears Sod Hyaluronate Eye Dps 10ml,4793,17772.48
21300000172,Clinitas Multi 0.4% Sod Hyaluronate Eye Dps 10ml P/F,3212,33426.18
23151001503,Coloplast_Brava Adh Remover Spy 50ml,10273,249596.16
21020001166,Rochester HydroSil Discreet Fle Size 10-18 (30-Pack)Cath,128,24144.83
23453374527,Respond_Neutralise Clean Fresh Tangerine Dps 50ml,238,2184.95
21300000179,Cellusan 1% Carmellose Eye Dps 10ml P/F,760,5169.6
21020001183,Coloplast SpeediCath Compact Set Fle Size 12 (20-Pack) Cath,880,208431.22
21020001493,Hollister Infyna Hydro Intermit Nelaton Fle17cm8-14(30-Pack),200,30318.12
20031400031,ScarSil Gel 15ml Wound Dress Slc,77,1225.73
21220000286,AproDerm Oint 500g,841,3653.75
21012500123,KliarVax Olive Oil Ear Dps Ear Wax Softening Med Dev 10ml,33,35.89
1202020P0BBAAAC,Otrivine_Adult Nsl P/Spy 0.1% 10ml,171,577.7
23803068009,Medicareplus_Medi Derma-Pro Foam & Spy Incont Cleanser 250ml,2604,17772.65
21300000159,PF Drops Hypromellose 0.3% Eye Dps 10ml P/F,124,1012.0
20090000730,Eesiban 10cm x 5m Stkntte Ribbed Tublr,514,5687.64
23800108013,Hollister_Skin Gel Prote Dress Wipes,48,856.09
21210000003,Xerotin Saliva Rep P/Spy 100ml,90,720.3
21300000200,Opsil Artificial Eye Lubricant Stnd,171,1032.0
1502010I0AAACAC,Lido_Spy 10% 50ml S/F,145,1383.8
21020001250,LoFric Primo Nelaton Fle Non-PVC 15cm 8-14(30)Cath Wellspect,155,27146.7
20100000563,Leukopor 5cm x 5m Surg Adh Tape Perm Non-Wov Syn,42,208.5
21300000305,Tearvis 0.5% Carmellose Eye Dps 10ml,506,4853.52
21220000253,HypoBase Gel 500g,69,460.57
1003020N0BFAFAY,Radian-B_Pain Relief P/Spy 100ml,137,373.8
21300000304,Optho-Lique Forte 1% Carmellose Eye Dps 10ml,353,1853.99
23153451505,Pelican_Platinum + Vit E Adh Remover Spy 50ml,101,1628.67
21300000306,Tearvis 1% Carmellose Eye Dps 10ml,13,169.8
0205051R0BBAJAU,Tritace_Titration Pack (Tab 2.5/5/10mg),44,817.08
20090000140,Cotton Stkntte Bleached BP 1988 10cm Heavyweight,130,1394.66
20090000620,Ribbed Cott 7.5cm x 5m Stkntte Tublr,95,676.5
20090001035,Comfifast MultiStretch 2-way Stch 10.75cmx1m (Yell) Stkntte,98,310.7
20100000525,Leukofix 1.25cm x 5m Surg Adh Tape Perm Non-Wov Syn,7,3.99
21020001186,Coloplast SpeediCath Paed Size 8-10 (30-Pack) Cath,79,17491.71
21200000115,Altipress Long Sml Compress Liner Pack,33,612.56
23154801501,ConvaTec_Sensi-Care Sting Free Adh Releaser A/Spy 150ml,19,885.02
21020001114,Teleflex SafetyCat Paed Size 8-10 (50-Pack) Cath,12,2474.56
21020001298,Peak UltraSmooth Plus Hydrophilic Nelaton Male 8-18(25-Pack),25,1995.0
20100000575,Mefix 30cm x 5m Surg Adh Tape Perm Non-Wov Syn,15,170.2
23453454503,Pelican_Dor Pouch Deod,32,285.6
21020001050,Rusch Flocath Hydro Gel Male Size 8-20 (30-Pack) Cath,14,1661.06
21020000285,Pennine Paed Nelaton Size 6-10 (10-Pack) Cath,8,266.0
21020001349,Teleflex Liquick Pure Fle Ergothan Tip 8-14 (30-Pack) Cath,20,2713.24
21012400114,Hedrin Once Spy Gel 60ml,2,8.32
21020001399,WyCath H2O Nelaton Tapered Tip Fle 18cm 8-14 (30-Pack) Cath,2,130.5
20100000621,Strappal 2.5cm x 5m Surg Adh Tape Zn Ox,11,42.6
21180000060,Rapport Ring Loading System Constrictor Rings,1,23.67
21012000100,Synvisc (Hylan G-F20) Tt/P 3 x 2ml Pfs Synovial Fluid,2,410.0
1501020R0BCAIA0,Entonox_Cylinder Size ED 700L,5,1694.4
20090000915,Easifast 10.75cm x 1m (Yellow) Stkntte Elasctd Viscose Tublr,2,9.06
1501020R0BCAAAH,Entonox_Cylinder Size D 500L,1,42.3
21300000110,Systane Hydroxypropyl Guar Eye Dps 10ml,18016,107100.78
20090000455,Unspecified Stkntte 7.5cm x 0.5m Elasctd Tublr Band,135,158.13
23803048000,Medihoney_Barrier Crm,12463,94941.44
1302010N0AAACAC,Paraf_Soft Wte Spy 10% 250ml,34,292.53
23804108011,Salts_Stoma Paste,157,1923.72
21300000133,PF Drops Sod Chlor 5% Eye Dps 10ml P/F,207,6778.8
21130000110,Uro-Tainer NaCl 50ml Cath Maint Soln,578,20741.7
20100000562,Leukopor 2.5cm x 5m Surg Adh Tape Perm Non-Wov Syn,148,410.8
21300000146,Systane Ultra Hydroxypropyl Guar Eye Dps 10ml,6781,58885.38
23803108009,3m Health Care_Cavilon No Sting 3ml Barrier Film Foam Applic,1427,30485.1
20100000732,Transpore 5cm x 5m Surg Adh Tape Perm Non-Wov Syn,160,575.31
21240000163,Sterimar Kids Nsl Spy 50ml,1173,3598.05
23801008030,Coloplast_Brava Skin Cleanser,1969,52829.48
21140000018,OptiLube Active Ster Syrg Lubricant Gel 11ml,2006,6866.04
21220000126,AproDerm Emollient Crm 50g,623,5497.5
0407041A0BBAAAA,Migraleve Complete_Tab,2627,18877.08
21210000022,Oralieve Moist Mth Spy 50ml,449,3073.95
20090000215,Tubigrip 7.5cm x 0.5m Stkntte Elasctd Tublr Band,81,176.58
21220000307,Epimax Paraffin-Free Oint 500g,130,698.6
20100000553,Unspecified Surg Adh Tape 5cm x 5m Perm Non-Wov Syn,215,464.55
21300000195,Ocu-Lube 0.5% Carmellose Eye Dps 10ml P/F,33,284.62
20100000747,Hypafix skin sensitive 5cm x 5m Surg Adh Tape Soft Slc Fix,40,679.77
090900000BBKMA0,TwoCal_Liq,857,365925.57
21020000850,Bard HydroSil Go Intermit Male Nelaton 10-20 (30-Pack) Cath,402,60615.5
20100000542,Scanpor 2.5cm x 5m Surg Adh Tape Perm Non-Wov Syn,1691,3510.03
21240000100,Orbis Nor Saline Sod Chlor 0.9% Nsl Dps,1020,1146.65
20090000720,Eesiban 7.5cm x 5m Stkntte Ribbed Tublr,229,1680.0
0410020B0BBAFAN,Nicorette_Nsl Spy 500mcg (200 D) 10ml,101,4854.0
1302010N0BFAAAC,Dermamist_A/Spy 10% 250ml,52,429.84
20090000497,Acti-Fast 2-Way Stch 10.75cmx1m(Yell)Stkntte Elasctd V/Tublr,136,409.92
23453364512,Opus_NaturCare Fragrant Deod A/Spy 50ml,122,1506.0
21020001153,Hollister VaPro Plus Male 40cm 12-14ml (30-Pack) Cath,359,142439.2
23450704501,Dansac_Nodor S Deod 50ml,101,980.4
21020000284,Pennine Fle Nelaton Size 10-14 (10-Pack) Cath,184,9899.0
23453374514,Respond_Neutralise Blackberry P/Spy 50ml,174,1284.72
0410020B0AAANAN,Nicotine_Nsl Spy 500mcg (200 D) 10ml,222,11115.66
21020001226,B.Braun Actreen Hi-Lite Fle Nelaton 6-16 (30-Pack) Cath,122,19011.2
20090000945,CliniFast 10.75cm x 1m (Yellow) Stkntte Elasctd ViscoseTublr,240,972.84
21200000116,Altipress Long Med Compress Liner Pack,43,812.82
20090000213,Tubigrip 6.75cm x 0.5m Stkntte Elasctd Tublr Band,54,125.35
20030500005,IntraSite Gel 8g Wound Dress H/Gel Ster,159,2229.04
20030300048,Melloxy 50g Wound Dress H/Base Top Applic,20,765.0
23806108001,Medline_Sureprep No-Sting Barrier Film Spy 28ml,98,1221.12
23803458004,Pelican_Paste,104,3389.56
20100000713,3M Micropore Silicone 5cm x 5m Surg Adh Tape Soft Slc Fix,59,864.6
23801008025,Coloplast_Paste 60g,105,1615.95
0904010H0BTABAA,Just:_G/F Good Roll Wte,13,204.63
22902409043,Jade_Progress Long Life Plas Urin + 10 Bags,1,93.18
21020001006,Hollister Advance Intermit Fle 6-14 (25-Pack) + Tip Cath,85,9099.54
21020000839,LoFric Primo Nelaton Paed Non-PVC 8-10 (30pk) Cath Wellspect,61,13524.7
21012400112,Hedrin Once Liq Gel 100ml,7,71.4
21020001516,Prosys SensaCath Hydro Intermit Male 10-18 (30-Pack) Cath,62,4950.0
21140000027,Lube in a Tube Lubricant Gel 82g,32,92.22
21020001346,Teleflex Mobile SL Paed 8-10 (60-Pack) Cath,36,6376.58
0704040D0AAAAAA,Chlorhex Acet_Cath Maint Soln 0.02%100ml,39,899.1
1003020N0BIADA0,Deep Heat_A/Spy 150ml,20,182.73
21020000307,LoFric Non PVC Nelaton Paed 20cm 6 (30-Pack) Cath Wellspect,5,436.5
21020001193,Coloplast SpeediCath Compact Fle Size 6 (30-Pack) Cath,71,15783.28
21020001275,M.Sauer iQ Hydro Nelaton+SalineSach S/Use Male10-18(30-Pack),21,3905.15
21300000196,Ocu-Lube 1% Carmellose Eye Dps 10ml P/F,19,164.78
1311070S0BEAAAA,Larvae 100_,4,432.44
23151001502,Coloplast_Comfeel Cleanser Adh Remover 180ml,7,200.97
1311070S0AAAAAA,Ster Larvae_,3,1084.25
21020001096,Hunter HunterCath Fle Size 8-14 (30-Pack) Cath,3,348.11
20090000330,Comfigrip 6.25cm x 0.5m Stkntte Elasctd Tublr Band,4,2.44
1003020P0BCAHAG,Ibuleve_Speed Relief P/Spy 5% 35ml,18,78.24
21020001210,B.Braun Actreen Male Glys Luer Lock Nelaton8-16(10-Pack)Cath,9,809.84
130801000BBPTA0,Sunsense_Sensitive Crm Spf 50+,10,112.8
20100000622,Strappal 5cm x 5m Surg Adh Tape Zn Ox,6,74.71
20090000340,Comfigrip 12cm x 0.5m Stkntte Elasctd Tublr Band,3,3.85
21190000009,Mucosamin Oromucosal Spy 30ml,4,76.0
21020001495,Teleflex Liquick X-treme Fle 20cm 12-14 (30-Pack) Cath,2,458.55
20090000471,easiGRIP 8.75cm x 0.5m Stkntte Elasctd Tublr Band,2,10.5
191500000BDBSA0,Medical Nitrous Ox_Cylinder 3600L,1,157.2
21230000112,Hyalofemme Vag Moist 30g Tube,561,3727.15
21300000174,Evolve Carmellose 0.5% Eye Dps 10ml P/F,3770,25613.67
23800298001,Aspen_Sorbaderm No-Sting Barrier Film Spy 28ml,2847,22196.02
21210000018,BioXtra Dry Mth Oral gel 40ml (App),1965,12334.02
0604011G0AAAUAU,Estradiol_Gel 0.06% 80g (64 Applic),15474,125836.8
21020001470,Hollister VaPro Plus Pocket Male 40cm 8-16 (30-Pack) Cath,883,302137.66
21012500103,St Georges Olive Oil Ear Dps Ear Wax Softening Med Dev 10ml,2099,3297.0
21240000110,RX Farma Sod Chlor 0.9% Nsl Dps,1042,1329.57
21240000160,Sterimar Isotonic Nsl Spy 50ml,16501,64886.91
0702010F0AAACAC,Estriol_Crm 0.01% + Applic,19028,546255.35
20100000536,Clinipore 1.25cm x 5m Surg Adh Tape Perm Non-Wov Syn,130,81.36
21220000278,Aquadrate Crm 10% 30g (App),50,108.24
23153351501,Oakmed_EasyLease No Sting Medic Adh Remover Spy 50ml,395,10967.04
21300000182,Thealoz Duo Sod Hyaluronate Eye Dps 10ml P/F,14712,170998.79
21200000117,Altipress Long Lge Compress Liner Pack,50,989.52
21220000284,ExCetra Crm 100g,819,3597.45
23804808017,ConvaTec_ConvaTec Silesse Sting Free Barrier Soft-P/Spy 50ml,455,9818.01
21300000192,VisuXL Sod Hyaluronate Eye Dps 10ml P/F,2325,28283.8
21300000153,PF Drops 0.5% Carmellose Eye Dps 10ml,1440,15391.95
21130100010,Farco-fill Protect 10ml Cath Inflation Soln + Antimicrobial,735,13542.01
21140000023,OptiLube Active CHG Free Syrg Lubricant Gel 6ml,97,349.8
21020001496,Hollister Infyna Plus Hydro Intermit Fle 8-14 (30-Pack) Cath,381,68150.0
23803108011,3m Health Care_Cavilon Durable Barrier Crm 28g,8952,46150.24
21220000128,Hydromol Bath & Shower Emollient 350ml (App),3061,13430.85
23800778000,BSN_Cutimed Prote Crm 28g,1897,9173.16
21200000118,Altipress Long Exlge Compress Liner Pack,31,612.56
21300000705,EyeGel 0.2% Carbomer Eye Gel 10g,32,109.2
